,state,time,id,cov1,cov2
0,1,0.0,1,0,0
1,1,6188.573027,1,0,0
2,1,7007.511956,1,0,0
3,2,10031.519401041667,1,0,0
4,1,0.0,2,0,0
5,1,736.11318,2,0,0
6,1,8607.324163,2,0,0
7,2,9359.129622395832,2,0,0
8,1,0.0,3,0,0
9,1,1517.836092,3,0,0
10,1,1865.2823,3,0,0
11,2,9925.094401041666,3,0,0
12,1,0.0,4,0,0
13,1,1157.813792,4,0,0
14,1,1674.415244,4,0,0
15,2,8559.5,4,0,0
16,1,0.0,5,0,0
17,1,4183.67327,5,0,0
18,1,6673.90931,5,0,0
19,2,10031.933292643229,5,0,0
20,1,0.0,6,0,0
21,1,4614.773443,6,0,0
22,1,7541.835273,6,0,0
23,2,9301.7962890625,6,0,0
24,1,0.0,7,0,0
25,1,6185.406503,7,0,0
26,1,6333.056236,7,0,0
27,2,9375.4962890625,7,0,0
28,1,0.0,8,0,0
29,1,121.512695,8,0,0
30,1,4505.019259,8,0,0
31,2,10029.594401041666,8,0,0
32,1,0.0,9,0,0
33,1,43.341422,9,0,0
34,1,53.459516,9,0,0
35,2,95.31111246744791,9,0,0
36,1,0.0,10,0,0
37,1,45.119453,10,0,0
38,1,69.551729,10,0,0
39,2,106.425,10,0,0
40,1,0.0,11,0,0
41,1,12.68161,11,0,0
42,1,40.707453,11,0,0
43,2,100.4125,11,0,0
44,1,0.0,12,0,0
45,1,3430.729846,12,0,0
46,1,5620.026014,12,0,0
47,2,8654.811112467449,12,0,0
48,1,0.0,13,0,0
49,1,39.339617,13,0,0
50,1,52.976841,13,0,0
51,2,106.8388916015625,13,0,0
52,1,0.0,14,0,0
53,1,108.615802,14,0,0
54,1,385.748841,14,0,0
55,2,781.1296223958333,14,0,0
56,1,0.0,15,0,0
57,1,278.887312,15,0,0
58,1,1299.574757,15,0,0
59,2,1472.0194010416667,15,0,0
60,1,0.0,16,0,0
61,1,201.443672,16,0,0
62,1,438.264566,16,0,0
63,2,799.6296223958333,16,0,0
64,1,0.0,17,0,0
65,1,923.953636,17,0,0
66,1,1182.796523,17,0,0
67,2,1365.5944010416667,17,0,0
68,1,0.0,18,0,0
69,1,425.439361,18,0,0
70,1,868.826235,18,0,0
71,2,1472.4332926432292,18,0,0
72,1,0.0,19,0,0
73,1,2.136055,19,0,0
74,1,4.517814,19,0,0
75,2,5.083333333333333,19,0,0
76,1,0.0,20,0,0
77,1,4.81172,20,0,0
78,1,17.606565,20,0,0
79,2,19.316666666666666,20,0,0
80,1,0.0,21,0,0
81,1,498.284369,21,0,0
82,1,4761.79381,21,0,0
83,2,9364.212955729166,21,0,0
84,1,0.0,22,0,0
85,1,5064.551829,22,0,0
86,1,9524.862841,22,0,0
87,2,9930.177734375,22,0,0
88,1,0.0,23,0,0
89,1,2372.261432,23,0,0
90,1,3055.89749,23,0,0
91,2,8564.583333333334,23,0,0
92,1,0.0,24,0,0
93,1,416.419726,24,0,0
94,1,736.497008,24,0,0
95,2,840.4296223958333,24,0,0
96,1,0.0,25,0,0
97,1,641.697934,25,0,0
98,1,1228.104934,25,0,0
99,2,1531.3194010416667,25,0,0
100,1,0.0,26,0,0
101,1,181.443978,26,0,0
102,1,341.127766,26,0,0
103,2,858.9296223958333,26,0,0
104,1,0.0,27,0,0
105,1,480.643837,27,0,0
106,1,1365.10846,27,0,0
107,2,1424.8944010416667,27,0,0
108,1,0.0,28,0,0
109,1,21.512674,28,0,0
110,1,26.193741,28,0,0
111,2,38.833333333333336,28,0,0
112,1,0.0,29,0,0
113,1,1996.61615,29,0,0
114,1,8339.804463,29,0,0
115,2,10070.352734375,29,0,0
116,1,0.0,30,0,0
117,1,2.255744,30,0,0
118,1,51.834838,30,0,0
119,2,57.333333333333336,30,0,0
