state,time,id,cov1,cov2
2,0,1,0,0
1,10,1,0,0
5,70,1,0,0
4,90,1,0,0
8,190,1,0,0
6,195,1,0,0
10,205,1,0,0
7,0,2,0,0
3,100,2,0,0
1,130,2,0,0
2,145,2,0,0
5,185,2,0,0
9,205,2,0,0
2,0,3,0,0
5,20,3,0,0
4,60,3,0,0
6,65,3,0,0
7,80,3,0,0
2,115,3,0,0
8,125,3,0,0
3,0,4,0,0
5,80,4,0,0
10,100,4,0,0
2,110,4,0,0
1,230,4,0,0
