REF_AREA,Reference Areas,INDICATOR,Indicator,SEX,Sex,RESIDENCE,Residence,AGE,Current age,SECTOR,UNIT_MULTIPLIER,Unit multiplier,UNIT_MEASURE,Unit of measure,SERIES_FOOTNOTE,CUSTODIAN,TIME_PERIOD,OBS_VALUE,OBS_STATUS,Observation Status,OBS_CONF,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,TIME_PERIOD_METHOD,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME
IDN,Indonesia,PV_CHLD_INCM-PL,Children living in households with income below the national poverty line (as a % of all children),_T,Total,_T,Total,_T,Total,Child poverty,,,PCNT,%,,,2020,0.10550308972597122,,,,,,,,,,,,,,
